timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1682779502758,3349,POST prestador,201,Created,Métodos POST 2-8,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3346,0,236
1682779502754,3353,GET especialidade,200,OK,Métodos GET 1-4,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3350,0,239
1682779502754,3353,GET especialidade,200,OK,Métodos GET 1-5,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3350,0,240
1682779502838,3284,POST prestador,201,Created,Métodos POST 2-12,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3284,0,158
1682779502754,3377,GET especialidade,200,OK,Métodos GET 1-1,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3377,0,242
1682779502753,3378,GET especialidade,200,OK,Métodos GET 1-6,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3378,0,240
1682779502753,3378,POST prestador,201,Created,Métodos POST 2-6,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3378,0,244
1682779502753,3378,POST prestador,201,Created,Métodos POST 2-4,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3378,0,244
1682779502759,3372,GET especialidade,200,OK,Métodos GET 1-18,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3372,0,234
1682779502754,3377,GET especialidade,200,OK,Métodos GET 1-15,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3377,0,240
1682779502754,3377,GET especialidade,200,OK,Métodos GET 1-9,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3377,0,239
1682779502754,3377,GET especialidade,200,OK,Métodos GET 1-8,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3377,0,243
1682779502819,3313,POST prestador,201,Created,Métodos POST 2-11,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3313,0,178
1682779502753,3379,POST prestador,201,Created,Métodos POST 2-2,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3379,0,244
1682779502808,3324,GET especialidade,200,OK,Métodos GET 1-23,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3324,0,189
1682779502753,3379,GET especialidade,200,OK,Métodos GET 1-16,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3379,0,241
1682779502754,3378,POST prestador,201,Created,Métodos POST 2-3,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3378,0,240
1682779502754,3531,POST prestador,201,Created,Métodos POST 2-1,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3531,0,239
1682779502937,3348,POST prestador,201,Created,Métodos POST 2-17,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3348,0,154
1682779502753,3533,POST prestador,201,Created,Métodos POST 2-7,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3533,0,240
1682779503070,3216,GET especialidade,200,OK,Métodos GET 1-49,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3216,0,153
1682779502957,3329,GET especialidade,200,OK,Métodos GET 1-38,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3329,0,154
1682779502917,3369,POST prestador,201,Created,Métodos POST 2-16,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3369,0,156
1682779502800,3486,GET especialidade,200,OK,Métodos GET 1-22,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3486,0,197
1682779502908,3379,GET especialidade,200,OK,Métodos GET 1-33,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3379,0,156
1682779502829,3458,GET especialidade,200,OK,Métodos GET 1-25,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3302,0,167
1682779502848,3439,GET especialidade,200,OK,Métodos GET 1-27,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3439,0,155
1682779502879,3408,POST prestador,201,Created,Métodos POST 2-14,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3408,0,153
1682779502898,3389,POST prestador,201,Created,Métodos POST 2-15,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3389,0,154
1682779502753,3534,GET especialidade,200,OK,Métodos GET 1-11,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3534,0,244
1682779503078,3209,GET especialidade,200,OK,Métodos GET 1-50,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3209,0,156
1682779502753,3534,GET especialidade,200,OK,Métodos GET 1-2,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3534,0,244
1682779502754,3533,GET especialidade,200,OK,Métodos GET 1-12,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3533,0,239
1682779502997,3290,GET especialidade,200,OK,Métodos GET 1-42,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3290,0,155
1682779503058,3229,POST prestador,201,Created,Métodos POST 2-23,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3229,0,155
1682779502878,3409,GET especialidade,200,OK,Métodos GET 1-30,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3409,0,154
1682779503027,3260,GET especialidade,200,OK,Métodos GET 1-45,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3260,0,154
1682779502978,3310,GET especialidade,200,OK,Métodos GET 1-40,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3310,0,155
1682779502788,3500,GET especialidade,200,OK,Métodos GET 1-21,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3500,0,206
1682779502778,3510,GET especialidade,200,OK,Métodos GET 1-20,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3510,0,219
1682779502753,3535,POST prestador,201,Created,Métodos POST 2-5,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3535,0,241
1682779502817,3471,GET especialidade,200,OK,Métodos GET 1-24,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3471,0,180
1682779503009,3279,GET especialidade,200,OK,Métodos GET 1-43,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3279,0,155
1682779502937,3352,GET especialidade,200,OK,Métodos GET 1-36,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3352,0,156
1682779502754,3535,GET especialidade,200,OK,Métodos GET 1-14,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3535,0,239
1682779502948,3341,GET especialidade,200,OK,Métodos GET 1-37,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3341,0,154
1682779503021,3268,POST prestador,201,Created,Métodos POST 2-21,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3268,0,156
1682779502918,3371,GET especialidade,200,OK,Métodos GET 1-34,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3371,0,155
1682779502997,3292,POST prestador,201,Created,Métodos POST 2-20,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3292,0,157
1682779502768,3521,GET especialidade,200,OK,Métodos GET 1-19,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3521,0,226
1682779502778,3511,POST prestador,201,Created,Métodos POST 2-9,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3511,0,218
1682779502754,3535,GET especialidade,200,OK,Métodos GET 1-7,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3535,0,239
1682779502988,3302,GET especialidade,200,OK,Métodos GET 1-41,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3301,0,154
1682779502958,3331,POST prestador,201,Created,Métodos POST 2-18,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3331,0,154
1682779502753,3536,GET especialidade,200,OK,Métodos GET 1-10,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3536,0,240
1682779502838,3452,GET especialidade,200,OK,Métodos GET 1-26,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3452,0,156
1682779503048,3241,GET especialidade,200,OK,Métodos GET 1-47,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3241,0,157
1682779502754,3536,GET especialidade,200,OK,Métodos GET 1-17,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3536,0,239
1682779503018,3271,GET especialidade,200,OK,Métodos GET 1-44,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3271,0,155
1682779502868,3422,GET especialidade,200,OK,Métodos GET 1-29,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3422,0,155
1682779502797,3493,POST prestador,201,Created,Métodos POST 2-10,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3493,0,197
1682779503057,3233,GET especialidade,200,OK,Métodos GET 1-48,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3233,0,155
1682779502754,3536,GET especialidade,200,OK,Métodos GET 1-13,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3536,0,239
1682779503038,3252,POST prestador,201,Created,Métodos POST 2-22,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3252,0,156
1682779502886,3404,GET especialidade,200,OK,Métodos GET 1-31,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3404,0,154
1682779502978,3312,POST prestador,201,Created,Métodos POST 2-19,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3312,0,155
1682779503038,3252,GET especialidade,200,OK,Métodos GET 1-46,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3252,0,155
1682779502858,3432,POST prestador,201,Created,Métodos POST 2-13,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3432,0,156
1682779502898,3392,GET especialidade,200,OK,Métodos GET 1-32,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3392,0,156
1682779502929,3361,GET especialidade,200,OK,Métodos GET 1-35,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3361,0,154
1682779502858,3432,GET especialidade,200,OK,Métodos GET 1-28,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3432,0,154
1682779503158,3148,POST prestador,201,Created,Métodos POST 2-28,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3148,0,155
1682779503118,3188,GET especialidade,200,OK,Métodos GET 1-54,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3188,0,154
1682779503117,3189,POST prestador,201,Created,Métodos POST 2-26,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3189,0,154
1682779503096,3210,GET especialidade,200,OK,Métodos GET 1-52,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3210,0,155
1682779503189,3117,GET especialidade,200,OK,Métodos GET 1-61,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3117,0,155
1682779503176,3130,GET especialidade,200,OK,Métodos GET 1-60,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3130,0,155
1682779503128,3178,GET especialidade,200,OK,Métodos GET 1-55,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3178,0,153
1682779503078,3228,POST prestador,201,Created,Métodos POST 2-24,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3228,0,155
1682779503177,3129,POST prestador,201,Created,Métodos POST 2-29,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3129,0,155
1682779503109,3197,GET especialidade,200,OK,Métodos GET 1-53,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3197,0,155
1682779503158,3148,GET especialidade,200,OK,Métodos GET 1-58,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3148,0,154
1682779503228,3078,GET especialidade,200,OK,Métodos GET 1-65,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3078,0,155
1682779503218,3088,GET especialidade,200,OK,Métodos GET 1-64,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3088,0,154
1682779503209,3097,GET especialidade,200,OK,Métodos GET 1-63,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3097,0,156
1682779503197,3110,POST prestador,201,Created,Métodos POST 2-30,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3110,0,155
1682779503218,3089,POST prestador,201,Created,Métodos POST 2-31,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3089,0,154
1682779502753,3554,GET especialidade,200,OK,Métodos GET 1-3,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3554,0,241
1682779503147,3160,GET especialidade,200,OK,Métodos GET 1-57,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3160,0,156
1682779503168,3139,GET especialidade,200,OK,Métodos GET 1-59,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3139,0,155
1682779503197,3111,GET especialidade,200,OK,Métodos GET 1-62,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3111,0,155
1682779503098,3210,POST prestador,201,Created,Métodos POST 2-25,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3210,0,154
1682779503137,3171,GET especialidade,200,OK,Métodos GET 1-56,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3171,0,153
1682779502969,3339,GET especialidade,200,OK,Métodos GET 1-39,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3339,0,156
1682779503139,3169,POST prestador,201,Created,Métodos POST 2-27,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3169,0,154
1682779503088,3246,GET especialidade,200,OK,Métodos GET 1-51,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3218,0,155
1682779503419,2915,POST prestador,201,Created,Métodos POST 2-41,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,2915,0,155
1682779503309,3025,GET especialidade,200,OK,Métodos GET 1-73,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3025,0,154
1682779503328,3006,GET especialidade,200,OK,Métodos GET 1-75,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3006,0,156
1682779503298,3036,POST prestador,201,Created,Métodos POST 2-35,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3036,0,155
1682779503258,3076,POST prestador,201,Created,Métodos POST 2-33,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3076,0,155
1682779503397,2937,GET especialidade,200,OK,Métodos GET 1-82,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2937,0,156
1682779503437,2897,GET especialidade,200,OK,Métodos GET 1-86,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2897,0,155
1682779503238,3096,GET especialidade,200,OK,Métodos GET 1-66,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3096,0,154
1682779503428,2907,GET especialidade,200,OK,Métodos GET 1-85,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2907,0,154
1682779503359,2976,GET especialidade,200,OK,Métodos GET 1-78,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2976,0,156
1682779503418,2917,GET especialidade,200,OK,Métodos GET 1-84,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2917,0,156
1682779503359,2976,POST prestador,201,Created,Métodos POST 2-38,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,2976,0,154
1682779503439,2896,POST prestador,201,Created,Métodos POST 2-42,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,2896,0,156
1682779503257,3078,GET especialidade,200,OK,Métodos GET 1-68,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3078,0,155
1682779503377,2959,GET especialidade,200,OK,Métodos GET 1-80,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2959,0,155
1682779503348,2988,GET especialidade,200,OK,Métodos GET 1-77,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2988,0,155
1682779503337,2999,POST prestador,201,Created,Métodos POST 2-37,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,2999,0,155
1682779503278,3058,POST prestador,201,Created,Métodos POST 2-34,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3058,0,154
1682779503317,3019,GET especialidade,200,OK,Métodos GET 1-74,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3019,0,155
1682779503337,2999,GET especialidade,200,OK,Métodos GET 1-76,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2999,0,154
1682779503268,3068,GET especialidade,200,OK,Métodos GET 1-69,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3068,0,156
1682779503408,2928,GET especialidade,200,OK,Métodos GET 1-83,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2928,0,156
1682779503379,2957,POST prestador,201,Created,Métodos POST 2-39,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,2957,0,155
1682779503387,2949,GET especialidade,200,OK,Métodos GET 1-81,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2949,0,154
1682779503318,3018,POST prestador,201,Created,Métodos POST 2-36,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3018,0,155
1682779503368,2969,GET especialidade,200,OK,Métodos GET 1-79,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2969,0,156
1682779503397,2940,POST prestador,201,Created,Métodos POST 2-40,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,2940,0,156
1682779503287,3050,GET especialidade,200,OK,Métodos GET 1-71,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3050,0,156
1682779503297,3040,GET especialidade,200,OK,Métodos GET 1-72,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3040,0,156
1682779503277,3060,GET especialidade,200,OK,Métodos GET 1-70,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3060,0,156
1682779503247,3095,GET especialidade,200,OK,Métodos GET 1-67,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3095,0,154
1682779503237,3107,POST prestador,201,Created,Métodos POST 2-32,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3069,0,154
1682779503497,3014,POST prestador,201,Created,Métodos POST 2-45,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3014,0,156
1682779503577,2934,GET especialidade,200,OK,Métodos GET 1-100,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2934,0,154
1682779503458,3053,GET especialidade,200,OK,Métodos GET 1-88,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3053,0,156
1682779503537,2974,GET especialidade,200,OK,Métodos GET 1-96,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2974,0,155
1682779503548,2964,GET especialidade,200,OK,Métodos GET 1-97,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2963,0,155
1682779503468,3043,GET especialidade,200,OK,Métodos GET 1-89,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3043,0,155
1682779503517,2995,POST prestador,201,Created,Métodos POST 2-46,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,2995,0,156
1682779503487,3025,GET especialidade,200,OK,Métodos GET 1-91,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3025,0,156
1682779503537,2975,POST prestador,201,Created,Métodos POST 2-47,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,2975,0,154
1682779503500,3012,GET especialidade,200,OK,Métodos GET 1-92,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3012,0,157
1682779503478,3034,POST prestador,201,Created,Métodos POST 2-44,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3034,0,156
1682779503458,3054,POST prestador,201,Created,Métodos POST 2-43,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3054,0,156
1682779503578,2934,POST prestador,201,Created,Métodos POST 2-49,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,2934,0,155
1682779503518,2994,GET especialidade,200,OK,Métodos GET 1-94,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2994,0,154
1682779503450,3062,GET especialidade,200,OK,Métodos GET 1-87,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3062,0,156
1682779503567,2945,GET especialidade,200,OK,Métodos GET 1-99,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2945,0,155
1682779503557,2955,GET especialidade,200,OK,Métodos GET 1-98,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2955,0,155
1682779503557,2956,POST prestador,201,Created,Métodos POST 2-48,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,2956,0,154
1682779503478,3035,GET especialidade,200,OK,Métodos GET 1-90,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3035,0,156
1682779503527,2988,GET especialidade,200,OK,Métodos GET 1-95,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,2988,0,156
1682779503507,3009,GET especialidade,200,OK,Métodos GET 1-93,text,true,,822,155,100,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,3009,0,155
1682779503597,3610,POST prestador,201,Created,Métodos POST 2-50,text,true,,1105,625,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/prestador,3610,0,155
1682779506122,1115,POST especialidade,201,Created,Métodos POST 2-12,text,true,,753,280,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,1115,0,0
1682779506108,1129,POST especialidade,201,Created,Métodos POST 2-8,text,true,,753,280,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,1129,0,0
1682779506131,1107,POST especialidade,201,Created,Métodos POST 2-6,text,true,,753,280,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,1107,0,0
1682779506132,1107,POST especialidade,201,Created,Métodos POST 2-3,text,true,,753,280,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,1107,0,0
1682779506132,1107,POST especialidade,201,Created,Métodos POST 2-2,text,true,,753,280,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,1107,0,0
1682779506132,1107,POST especialidade,201,Created,Métodos POST 2-11,text,true,,753,280,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,1107,0,0
1682779506131,1108,POST especialidade,201,Created,Métodos POST 2-4,text,true,,753,280,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,1108,0,0
1682779506285,956,POST especialidade,201,Created,Métodos POST 2-1,text,true,,753,280,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,956,0,0
1682779506286,971,POST especialidade,201,Created,Métodos POST 2-7,text,true,,753,280,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,971,0,0
1682779506288,969,POST especialidade,201,Created,Métodos POST 2-5,text,true,,753,280,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,969,0,0
1682779506288,973,POST especialidade,201,Created,Métodos POST 2-23,text,true,,753,280,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,973,0,0
1682779506287,974,POST especialidade,201,Created,Métodos POST 2-15,text,true,,753,280,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,974,0,0
1682779506290,971,POST especialidade,201,Created,Métodos POST 2-18,text,true,,753,280,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,971,0,0
1682779506287,974,POST especialidade,201,Created,Métodos POST 2-14,text,true,,753,280,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,974,0,0
1682779506285,979,POST especialidade,201,Created,Métodos POST 2-17,text,true,,753,280,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,979,0,0
1682779506287,977,POST especialidade,201,Created,Métodos POST 2-16,text,true,,753,280,50,150,http://gisa-apim.eastus.cloudapp.azure.com:9080/especialidade,977,0,0
